Date,Time,Bus Stop,Action,Number of Passengers
2024-09-10,00:00:00,Connaught Place,Boarding,22
2024-09-10,00:05:00,Delhi University,Boarding,10
2024-09-10,00:10:00,Connaught Place,Deboarding,20
2024-09-10,00:15:00,Chandni Chowk,Deboarding,12
2024-09-10,00:20:00,India Gate,Deboarding,2
2024-09-10,00:25:00,Gurgaon,Boarding,19
2024-09-10,00:30:00,Delhi University,Boarding,26
2024-09-10,00:35:00,Red Fort,Boarding,1
2024-09-10,00:40:00,India Gate,Deboarding,22
2024-09-10,00:45:00,India Gate,Deboarding,7
2024-09-10,00:50:00,Nehru Place,Deboarding,20
2024-09-10,00:55:00,Gurgaon,Boarding,30
2024-09-10,01:00:00,Rajiv Chowk,Deboarding,5
2024-09-10,01:05:00,Hauz Khas,Deboarding,13
2024-09-10,01:10:00,Rajiv Chowk,Boarding,10
2024-09-10,01:15:00,Rajiv Chowk,Deboarding,10
2024-09-10,01:20:00,Nehru Place,Boarding,7
2024-09-10,01:25:00,Nehru Place,Deboarding,26
2024-09-10,01:30:00,Nehru Place,Deboarding,6
2024-09-10,01:35:00,Hauz Khas,Deboarding,5
2024-09-10,01:40:00,Gurgaon,Boarding,5
2024-09-10,01:45:00,Chandni Chowk,Deboarding,16
2024-09-10,01:50:00,Delhi University,Deboarding,3
2024-09-10,01:55:00,Gurgaon,Deboarding,3
2024-09-10,02:00:00,Connaught Place,Deboarding,21
2024-09-10,02:05:00,Red Fort,Deboarding,6
2024-09-10,02:10:00,Delhi University,Deboarding,23
2024-09-10,02:15:00,Gurgaon,Boarding,7
2024-09-10,02:20:00,Karol Bagh,Deboarding,10
2024-09-10,02:25:00,Delhi University,Deboarding,2
2024-09-10,02:30:00,Red Fort,Deboarding,16
2024-09-10,02:35:00,Delhi University,Deboarding,8
2024-09-10,02:40:00,Connaught Place,Boarding,5
2024-09-10,02:45:00,Red Fort,Deboarding,21
2024-09-10,02:50:00,Nehru Place,Boarding,21
2024-09-10,02:55:00,Red Fort,Deboarding,6
2024-09-10,03:00:00,Nehru Place,Boarding,1
2024-09-10,03:05:00,India Gate,Deboarding,16
2024-09-10,03:10:00,India Gate,Deboarding,19
2024-09-10,03:15:00,Nehru Place,Deboarding,28
2024-09-10,03:20:00,Red Fort,Deboarding,23
2024-09-10,03:25:00,India Gate,Deboarding,17
2024-09-10,03:30:00,Gurgaon,Boarding,28
2024-09-10,03:35:00,Red Fort,Boarding,19
2024-09-10,03:40:00,Connaught Place,Boarding,11
2024-09-10,03:45:00,Nehru Place,Boarding,12
2024-09-10,03:50:00,Karol Bagh,Boarding,9
2024-09-10,03:55:00,Rajiv Chowk,Deboarding,21
2024-09-10,04:00:00,Rajiv Chowk,Boarding,10
2024-09-10,04:05:00,Red Fort,Boarding,17
2024-09-10,04:10:00,Chandni Chowk,Boarding,25
2024-09-10,04:15:00,India Gate,Boarding,18
2024-09-10,04:20:00,Rajiv Chowk,Deboarding,27
2024-09-10,04:25:00,Red Fort,Deboarding,22
2024-09-10,04:30:00,Rajiv Chowk,Boarding,18
2024-09-10,04:35:00,Gurgaon,Deboarding,27
2024-09-10,04:40:00,Karol Bagh,Boarding,5
2024-09-10,04:45:00,Delhi University,Deboarding,12
2024-09-10,04:50:00,Nehru Place,Deboarding,11
2024-09-10,04:55:00,Karol Bagh,Boarding,7
2024-09-10,05:00:00,Karol Bagh,Boarding,27
2024-09-10,05:05:00,Chandni Chowk,Boarding,14
2024-09-10,05:10:00,Nehru Place,Boarding,4
2024-09-10,05:15:00,Karol Bagh,Boarding,16
2024-09-10,05:20:00,Rajiv Chowk,Deboarding,23
2024-09-10,05:25:00,Rajiv Chowk,Boarding,27
2024-09-10,05:30:00,Nehru Place,Deboarding,6
2024-09-10,05:35:00,Red Fort,Boarding,24
2024-09-10,05:40:00,India Gate,Boarding,5
2024-09-10,05:45:00,Karol Bagh,Boarding,10
2024-09-10,05:50:00,Karol Bagh,Boarding,5
2024-09-10,05:55:00,India Gate,Deboarding,23
2024-09-10,06:00:00,India Gate,Boarding,1
2024-09-10,06:05:00,Nehru Place,Deboarding,2
2024-09-10,06:10:00,Chandni Chowk,Boarding,2
2024-09-10,06:15:00,Delhi University,Boarding,16
2024-09-10,06:20:00,India Gate,Deboarding,2
2024-09-10,06:25:00,India Gate,Deboarding,22
2024-09-10,06:30:00,Connaught Place,Boarding,26
2024-09-10,06:35:00,India Gate,Boarding,19
2024-09-10,06:40:00,Chandni Chowk,Boarding,22
2024-09-10,06:45:00,Rajiv Chowk,Boarding,3
2024-09-10,06:50:00,Karol Bagh,Deboarding,19
2024-09-10,06:55:00,Rajiv Chowk,Deboarding,6
2024-09-10,07:00:00,Delhi University,Boarding,17
2024-09-10,07:05:00,Gurgaon,Boarding,4
2024-09-10,07:10:00,Gurgaon,Boarding,17
2024-09-10,07:15:00,Chandni Chowk,Boarding,10
2024-09-10,07:20:00,Karol Bagh,Boarding,24
2024-09-10,07:25:00,India Gate,Boarding,30
2024-09-10,07:30:00,Delhi University,Deboarding,12
2024-09-10,07:35:00,Gurgaon,Boarding,15
2024-09-10,07:40:00,India Gate,Boarding,27
2024-09-10,07:45:00,Rajiv Chowk,Deboarding,14
2024-09-10,07:50:00,Chandni Chowk,Boarding,14
2024-09-10,07:55:00,India Gate,Deboarding,4
2024-09-10,08:00:00,Nehru Place,Boarding,17
2024-09-10,08:05:00,Karol Bagh,Deboarding,25
2024-09-10,08:10:00,Rajiv Chowk,Deboarding,18
2024-09-10,08:15:00,Connaught Place,Boarding,11
2024-09-10,08:20:00,Nehru Place,Boarding,13
2024-09-10,08:25:00,Red Fort,Deboarding,20
2024-09-10,08:30:00,Red Fort,Deboarding,8
2024-09-10,08:35:00,Delhi University,Deboarding,10
2024-09-10,08:40:00,Hauz Khas,Boarding,28
2024-09-10,08:45:00,India Gate,Deboarding,22
2024-09-10,08:50:00,Rajiv Chowk,Boarding,1
2024-09-10,08:55:00,Nehru Place,Boarding,13
2024-09-10,09:00:00,Nehru Place,Boarding,4
2024-09-10,09:05:00,Karol Bagh,Deboarding,13
2024-09-10,09:10:00,Gurgaon,Boarding,24
2024-09-10,09:15:00,Karol Bagh,Boarding,12
2024-09-10,09:20:00,Chandni Chowk,Deboarding,7
2024-09-10,09:25:00,Gurgaon,Deboarding,4
2024-09-10,09:30:00,Chandni Chowk,Deboarding,24
2024-09-10,09:35:00,Nehru Place,Deboarding,25
2024-09-10,09:40:00,Gurgaon,Deboarding,25
2024-09-10,09:45:00,Hauz Khas,Deboarding,16
2024-09-10,09:50:00,Gurgaon,Deboarding,16
2024-09-10,09:55:00,Delhi University,Deboarding,5
2024-09-10,10:00:00,Nehru Place,Boarding,4
2024-09-10,10:05:00,Red Fort,Deboarding,16
2024-09-10,10:10:00,Chandni Chowk,Boarding,1
2024-09-10,10:15:00,India Gate,Boarding,27
2024-09-10,10:20:00,India Gate,Deboarding,22
2024-09-10,10:25:00,Connaught Place,Boarding,13
2024-09-10,10:30:00,Gurgaon,Deboarding,5
2024-09-10,10:35:00,Red Fort,Boarding,25
2024-09-10,10:40:00,India Gate,Deboarding,26
2024-09-10,10:45:00,Nehru Place,Boarding,10
2024-09-10,10:50:00,Nehru Place,Deboarding,17
2024-09-10,10:55:00,Red Fort,Deboarding,26
2024-09-10,11:00:00,Delhi University,Boarding,25
2024-09-10,11:05:00,Connaught Place,Deboarding,29
2024-09-10,11:10:00,India Gate,Deboarding,15
2024-09-10,11:15:00,Rajiv Chowk,Deboarding,15
2024-09-10,11:20:00,Nehru Place,Boarding,2
2024-09-10,11:25:00,Karol Bagh,Deboarding,29
2024-09-10,11:30:00,Karol Bagh,Deboarding,14
2024-09-10,11:35:00,Karol Bagh,Deboarding,23
2024-09-10,11:40:00,Hauz Khas,Deboarding,25
2024-09-10,11:45:00,India Gate,Deboarding,22
2024-09-10,11:50:00,Delhi University,Deboarding,16
2024-09-10,11:55:00,Delhi University,Boarding,17
2024-09-10,12:00:00,Connaught Place,Deboarding,9
2024-09-10,12:05:00,Nehru Place,Deboarding,20
2024-09-10,12:10:00,Rajiv Chowk,Deboarding,11
2024-09-10,12:15:00,Connaught Place,Boarding,19
2024-09-10,12:20:00,Connaught Place,Boarding,27
2024-09-10,12:25:00,Rajiv Chowk,Deboarding,26
2024-09-10,12:30:00,Gurgaon,Boarding,25
2024-09-10,12:35:00,Rajiv Chowk,Deboarding,4
2024-09-10,12:40:00,Hauz Khas,Deboarding,12
2024-09-10,12:45:00,Hauz Khas,Deboarding,2
2024-09-10,12:50:00,Chandni Chowk,Boarding,8
2024-09-10,12:55:00,Red Fort,Boarding,30
2024-09-10,13:00:00,India Gate,Deboarding,4
2024-09-10,13:05:00,Rajiv Chowk,Boarding,1
2024-09-10,13:10:00,Delhi University,Deboarding,2
2024-09-10,13:15:00,Nehru Place,Deboarding,19
2024-09-10,13:20:00,Delhi University,Deboarding,9
2024-09-10,13:25:00,Connaught Place,Deboarding,19
2024-09-10,13:30:00,Connaught Place,Deboarding,13
2024-09-10,13:35:00,Gurgaon,Deboarding,11
2024-09-10,13:40:00,Gurgaon,Boarding,26
2024-09-10,13:45:00,Nehru Place,Boarding,23
2024-09-10,13:50:00,Chandni Chowk,Deboarding,16
2024-09-10,13:55:00,Delhi University,Deboarding,6
2024-09-10,14:00:00,Gurgaon,Deboarding,12
2024-09-10,14:05:00,Hauz Khas,Boarding,16
2024-09-10,14:10:00,India Gate,Boarding,10
2024-09-10,14:15:00,Red Fort,Boarding,10
2024-09-10,14:20:00,Gurgaon,Deboarding,26
2024-09-10,14:25:00,Chandni Chowk,Boarding,23
2024-09-10,14:30:00,Gurgaon,Boarding,19
2024-09-10,14:35:00,Rajiv Chowk,Deboarding,3
2024-09-10,14:40:00,Gurgaon,Deboarding,14
2024-09-10,14:45:00,Chandni Chowk,Deboarding,26
2024-09-10,14:50:00,India Gate,Deboarding,17
2024-09-10,14:55:00,Red Fort,Deboarding,22
2024-09-10,15:00:00,Delhi University,Deboarding,7
2024-09-10,15:05:00,Hauz Khas,Deboarding,9
2024-09-10,15:10:00,Gurgaon,Deboarding,22
2024-09-10,15:15:00,Delhi University,Boarding,29
2024-09-10,15:20:00,Connaught Place,Boarding,19
2024-09-10,15:25:00,Nehru Place,Boarding,22
2024-09-10,15:30:00,Nehru Place,Deboarding,30
2024-09-10,15:35:00,Delhi University,Deboarding,30
2024-09-10,15:40:00,Gurgaon,Boarding,17
2024-09-10,15:45:00,Chandni Chowk,Deboarding,15
2024-09-10,15:50:00,Karol Bagh,Boarding,5
2024-09-10,15:55:00,Red Fort,Deboarding,14
2024-09-10,16:00:00,Rajiv Chowk,Boarding,21
2024-09-10,16:05:00,Chandni Chowk,Deboarding,9
2024-09-10,16:10:00,Red Fort,Boarding,9
2024-09-10,16:15:00,Gurgaon,Boarding,13
2024-09-10,16:20:00,Chandni Chowk,Boarding,5
2024-09-10,16:25:00,Chandni Chowk,Boarding,8
2024-09-10,16:30:00,Red Fort,Deboarding,16
2024-09-10,16:35:00,Delhi University,Deboarding,14
2024-09-10,16:40:00,Connaught Place,Boarding,6
2024-09-10,16:45:00,Red Fort,Boarding,1
2024-09-10,16:50:00,Red Fort,Deboarding,22
2024-09-10,16:55:00,Delhi University,Boarding,21
2024-09-10,17:00:00,Connaught Place,Deboarding,26
2024-09-10,17:05:00,Connaught Place,Boarding,28
2024-09-10,17:10:00,India Gate,Deboarding,20
2024-09-10,17:15:00,Red Fort,Boarding,29
2024-09-10,17:20:00,Hauz Khas,Deboarding,22
2024-09-10,17:25:00,India Gate,Deboarding,27
2024-09-10,17:30:00,Karol Bagh,Boarding,4
2024-09-10,17:35:00,Gurgaon,Boarding,17
2024-09-10,17:40:00,Gurgaon,Deboarding,16
2024-09-10,17:45:00,India Gate,Boarding,20
2024-09-10,17:50:00,India Gate,Deboarding,11
2024-09-10,17:55:00,Gurgaon,Deboarding,26
2024-09-10,18:00:00,Chandni Chowk,Deboarding,7
2024-09-10,18:05:00,Karol Bagh,Boarding,6
2024-09-10,18:10:00,Chandni Chowk,Deboarding,15
2024-09-10,18:15:00,Hauz Khas,Deboarding,28
2024-09-10,18:20:00,Gurgaon,Boarding,16
2024-09-10,18:25:00,Delhi University,Deboarding,23
2024-09-10,18:30:00,India Gate,Deboarding,18
2024-09-10,18:35:00,Hauz Khas,Deboarding,22
2024-09-10,18:40:00,Chandni Chowk,Deboarding,29
2024-09-10,18:45:00,Karol Bagh,Deboarding,16
2024-09-10,18:50:00,Rajiv Chowk,Deboarding,1
2024-09-10,18:55:00,Gurgaon,Boarding,27
2024-09-10,19:00:00,Connaught Place,Boarding,9
2024-09-10,19:05:00,Delhi University,Deboarding,10
2024-09-10,19:10:00,Rajiv Chowk,Boarding,18
2024-09-10,19:15:00,Chandni Chowk,Deboarding,13
2024-09-10,19:20:00,Connaught Place,Deboarding,30
2024-09-10,19:25:00,Red Fort,Deboarding,3
2024-09-10,19:30:00,Chandni Chowk,Deboarding,7
2024-09-10,19:35:00,Karol Bagh,Deboarding,21
2024-09-10,19:40:00,Rajiv Chowk,Deboarding,26
2024-09-10,19:45:00,Connaught Place,Deboarding,28
2024-09-10,19:50:00,India Gate,Deboarding,16
2024-09-10,19:55:00,Hauz Khas,Deboarding,23
2024-09-10,20:00:00,Hauz Khas,Boarding,27
2024-09-10,20:05:00,Karol Bagh,Deboarding,17
2024-09-10,20:10:00,India Gate,Deboarding,14
2024-09-10,20:15:00,Gurgaon,Deboarding,15
2024-09-10,20:20:00,Connaught Place,Boarding,21
2024-09-10,20:25:00,Karol Bagh,Deboarding,26
2024-09-10,20:30:00,Karol Bagh,Boarding,13
2024-09-10,20:35:00,Chandni Chowk,Deboarding,11
2024-09-10,20:40:00,Gurgaon,Boarding,4
2024-09-10,20:45:00,Karol Bagh,Boarding,17
2024-09-10,20:50:00,Karol Bagh,Deboarding,26
2024-09-10,20:55:00,Rajiv Chowk,Deboarding,16
2024-09-10,21:00:00,Karol Bagh,Deboarding,6
2024-09-10,21:05:00,Gurgaon,Deboarding,26
2024-09-10,21:10:00,Red Fort,Boarding,3
2024-09-10,21:15:00,Hauz Khas,Deboarding,6
2024-09-10,21:20:00,Hauz Khas,Deboarding,27
2024-09-10,21:25:00,Gurgaon,Boarding,1
2024-09-10,21:30:00,Connaught Place,Boarding,30
2024-09-10,21:35:00,India Gate,Deboarding,7
2024-09-10,21:40:00,Red Fort,Boarding,2
2024-09-10,21:45:00,Hauz Khas,Deboarding,20
2024-09-10,21:50:00,Red Fort,Boarding,3
2024-09-10,21:55:00,Rajiv Chowk,Boarding,19
2024-09-10,22:00:00,India Gate,Boarding,23
2024-09-10,22:05:00,Delhi University,Deboarding,25
2024-09-10,22:10:00,Nehru Place,Deboarding,4
2024-09-10,22:15:00,Chandni Chowk,Boarding,7
2024-09-10,22:20:00,Red Fort,Deboarding,24
2024-09-10,22:25:00,Nehru Place,Deboarding,5
2024-09-10,22:30:00,Hauz Khas,Boarding,20
2024-09-10,22:35:00,Chandni Chowk,Deboarding,24
2024-09-10,22:40:00,Chandni Chowk,Deboarding,6
2024-09-10,22:45:00,Hauz Khas,Boarding,1
2024-09-10,22:50:00,Red Fort,Deboarding,8
2024-09-10,22:55:00,Gurgaon,Deboarding,30
2024-09-10,23:00:00,Chandni Chowk,Deboarding,19
2024-09-10,23:05:00,Nehru Place,Boarding,1
2024-09-10,23:10:00,Nehru Place,Boarding,28
2024-09-10,23:15:00,Rajiv Chowk,Deboarding,22
2024-09-10,23:20:00,Chandni Chowk,Deboarding,23
2024-09-10,23:25:00,Hauz Khas,Deboarding,3
2024-09-10,23:30:00,India Gate,Boarding,2
2024-09-10,23:35:00,Rajiv Chowk,Boarding,16
2024-09-10,23:40:00,Rajiv Chowk,Boarding,1
2024-09-10,23:45:00,Red Fort,Deboarding,10
2024-09-10,23:50:00,Hauz Khas,Deboarding,5
2024-09-10,23:55:00,Delhi University,Boarding,19
2024-09-11,00:00:00,Karol Bagh,Deboarding,6
2024-09-11,00:05:00,Delhi University,Deboarding,30
2024-09-11,00:10:00,Rajiv Chowk,Deboarding,5
2024-09-11,00:15:00,India Gate,Deboarding,23
2024-09-11,00:20:00,Delhi University,Deboarding,5
2024-09-11,00:25:00,Red Fort,Boarding,11
2024-09-11,00:30:00,Connaught Place,Boarding,16
2024-09-11,00:35:00,Red Fort,Deboarding,30
2024-09-11,00:40:00,Hauz Khas,Deboarding,29
2024-09-11,00:45:00,Red Fort,Deboarding,17
2024-09-11,00:50:00,Rajiv Chowk,Deboarding,29
2024-09-11,00:55:00,Karol Bagh,Deboarding,24
2024-09-11,01:00:00,Nehru Place,Boarding,18
2024-09-11,01:05:00,Nehru Place,Boarding,7
2024-09-11,01:10:00,Karol Bagh,Boarding,8
2024-09-11,01:15:00,Karol Bagh,Boarding,16
2024-09-11,01:20:00,Red Fort,Boarding,23
2024-09-11,01:25:00,Nehru Place,Deboarding,4
2024-09-11,01:30:00,Nehru Place,Boarding,15
2024-09-11,01:35:00,Rajiv Chowk,Deboarding,15
2024-09-11,01:40:00,Nehru Place,Boarding,28
2024-09-11,01:45:00,Karol Bagh,Boarding,12
2024-09-11,01:50:00,India Gate,Boarding,28
2024-09-11,01:55:00,Red Fort,Boarding,27
2024-09-11,02:00:00,Karol Bagh,Deboarding,19
2024-09-11,02:05:00,Gurgaon,Boarding,19
2024-09-11,02:10:00,Connaught Place,Boarding,14
2024-09-11,02:15:00,India Gate,Boarding,25
2024-09-11,02:20:00,Nehru Place,Boarding,29
2024-09-11,02:25:00,Rajiv Chowk,Boarding,10
2024-09-11,02:30:00,India Gate,Deboarding,12
2024-09-11,02:35:00,Gurgaon,Boarding,27
2024-09-11,02:40:00,Rajiv Chowk,Boarding,1
2024-09-11,02:45:00,India Gate,Deboarding,27
2024-09-11,02:50:00,Nehru Place,Deboarding,21
2024-09-11,02:55:00,Red Fort,Boarding,11
2024-09-11,03:00:00,Connaught Place,Deboarding,11
2024-09-11,03:05:00,Gurgaon,Boarding,7
2024-09-11,03:10:00,Connaught Place,Deboarding,11
2024-09-11,03:15:00,Connaught Place,Boarding,18
2024-09-11,03:20:00,Gurgaon,Deboarding,3
2024-09-11,03:25:00,Hauz Khas,Deboarding,6
2024-09-11,03:30:00,Chandni Chowk,Deboarding,3
2024-09-11,03:35:00,Connaught Place,Boarding,6
2024-09-11,03:40:00,Hauz Khas,Deboarding,10
2024-09-11,03:45:00,Karol Bagh,Boarding,10
2024-09-11,03:50:00,Nehru Place,Deboarding,24
2024-09-11,03:55:00,Red Fort,Boarding,12
2024-09-11,04:00:00,India Gate,Deboarding,17
2024-09-11,04:05:00,Chandni Chowk,Deboarding,15
2024-09-11,04:10:00,Hauz Khas,Deboarding,9
2024-09-11,04:15:00,Gurgaon,Deboarding,3
2024-09-11,04:20:00,Hauz Khas,Deboarding,20
2024-09-11,04:25:00,Karol Bagh,Deboarding,21
2024-09-11,04:30:00,Hauz Khas,Boarding,2
2024-09-11,04:35:00,Delhi University,Deboarding,15
2024-09-11,04:40:00,Chandni Chowk,Boarding,30
2024-09-11,04:45:00,Nehru Place,Boarding,10
2024-09-11,04:50:00,Nehru Place,Deboarding,3
2024-09-11,04:55:00,Nehru Place,Deboarding,5
2024-09-11,05:00:00,Karol Bagh,Deboarding,27
2024-09-11,05:05:00,Chandni Chowk,Deboarding,10
2024-09-11,05:10:00,Gurgaon,Boarding,18
2024-09-11,05:15:00,India Gate,Boarding,17
2024-09-11,05:20:00,India Gate,Deboarding,14
2024-09-11,05:25:00,India Gate,Deboarding,22
2024-09-11,05:30:00,Gurgaon,Deboarding,12
2024-09-11,05:35:00,Red Fort,Boarding,25
2024-09-11,05:40:00,Delhi University,Boarding,4
2024-09-11,05:45:00,Nehru Place,Boarding,26
2024-09-11,05:50:00,Karol Bagh,Deboarding,2
2024-09-11,05:55:00,India Gate,Deboarding,29
2024-09-11,06:00:00,Red Fort,Deboarding,19
2024-09-11,06:05:00,Nehru Place,Deboarding,20
2024-09-11,06:10:00,Red Fort,Deboarding,30
2024-09-11,06:15:00,Karol Bagh,Boarding,6
2024-09-11,06:20:00,India Gate,Deboarding,28
2024-09-11,06:25:00,India Gate,Deboarding,18
2024-09-11,06:30:00,Connaught Place,Boarding,13
2024-09-11,06:35:00,India Gate,Boarding,6
2024-09-11,06:40:00,Nehru Place,Deboarding,23
2024-09-11,06:45:00,Hauz Khas,Deboarding,10
2024-09-11,06:50:00,Gurgaon,Deboarding,23
2024-09-11,06:55:00,Hauz Khas,Deboarding,3
2024-09-11,07:00:00,Karol Bagh,Boarding,1
2024-09-11,07:05:00,Chandni Chowk,Boarding,27
2024-09-11,07:10:00,Connaught Place,Boarding,28
2024-09-11,07:15:00,Connaught Place,Boarding,16
2024-09-11,07:20:00,Karol Bagh,Boarding,14
2024-09-11,07:25:00,Delhi University,Boarding,3
2024-09-11,07:30:00,Red Fort,Deboarding,5
2024-09-11,07:35:00,Nehru Place,Deboarding,1
2024-09-11,07:40:00,India Gate,Boarding,29
2024-09-11,07:45:00,Karol Bagh,Deboarding,16
2024-09-11,07:50:00,Nehru Place,Boarding,28
2024-09-11,07:55:00,Nehru Place,Boarding,7
2024-09-11,08:00:00,Red Fort,Deboarding,2
2024-09-11,08:05:00,Rajiv Chowk,Boarding,4
2024-09-11,08:10:00,Hauz Khas,Deboarding,28
2024-09-11,08:15:00,Nehru Place,Deboarding,2
2024-09-11,08:20:00,Nehru Place,Deboarding,16
2024-09-11,08:25:00,Delhi University,Deboarding,8
2024-09-11,08:30:00,Connaught Place,Boarding,14
2024-09-11,08:35:00,Gurgaon,Deboarding,18
2024-09-11,08:40:00,India Gate,Deboarding,29
2024-09-11,08:45:00,Hauz Khas,Deboarding,4
2024-09-11,08:50:00,Nehru Place,Deboarding,15
2024-09-11,08:55:00,Hauz Khas,Boarding,6
2024-09-11,09:00:00,Red Fort,Boarding,16
2024-09-11,09:05:00,Rajiv Chowk,Deboarding,8
2024-09-11,09:10:00,Delhi University,Boarding,19
2024-09-11,09:15:00,Rajiv Chowk,Deboarding,5
2024-09-11,09:20:00,Red Fort,Deboarding,14
2024-09-11,09:25:00,Rajiv Chowk,Deboarding,26
2024-09-11,09:30:00,Karol Bagh,Boarding,10
2024-09-11,09:35:00,India Gate,Deboarding,5
2024-09-11,09:40:00,Karol Bagh,Boarding,6
2024-09-11,09:45:00,Gurgaon,Deboarding,4
2024-09-11,09:50:00,Hauz Khas,Deboarding,10
2024-09-11,09:55:00,Chandni Chowk,Boarding,18
2024-09-11,10:00:00,Connaught Place,Boarding,12
2024-09-11,10:05:00,Red Fort,Deboarding,22
2024-09-11,10:10:00,Karol Bagh,Boarding,27
2024-09-11,10:15:00,Delhi University,Boarding,26
2024-09-11,10:20:00,India Gate,Deboarding,14
2024-09-11,10:25:00,India Gate,Boarding,4
2024-09-11,10:30:00,Delhi University,Boarding,16
2024-09-11,10:35:00,Red Fort,Deboarding,26
2024-09-11,10:40:00,Rajiv Chowk,Boarding,25
2024-09-11,10:45:00,Delhi University,Deboarding,29
2024-09-11,10:50:00,Karol Bagh,Boarding,23
2024-09-11,10:55:00,Connaught Place,Deboarding,26
2024-09-11,11:00:00,Nehru Place,Boarding,4
2024-09-11,11:05:00,Gurgaon,Boarding,27
2024-09-11,11:10:00,Delhi University,Boarding,17
2024-09-11,11:15:00,India Gate,Boarding,21
2024-09-11,11:20:00,India Gate,Boarding,30
2024-09-11,11:25:00,Rajiv Chowk,Boarding,24
2024-09-11,11:30:00,Red Fort,Deboarding,25
2024-09-11,11:35:00,Delhi University,Deboarding,24
2024-09-11,11:40:00,India Gate,Boarding,21
2024-09-11,11:45:00,Rajiv Chowk,Deboarding,27
2024-09-11,11:50:00,Karol Bagh,Boarding,28
2024-09-11,11:55:00,Chandni Chowk,Deboarding,14
2024-09-11,12:00:00,Connaught Place,Boarding,27
2024-09-11,12:05:00,Nehru Place,Deboarding,10
2024-09-11,12:10:00,Delhi University,Boarding,3
2024-09-11,12:15:00,Red Fort,Deboarding,23
2024-09-11,12:20:00,Hauz Khas,Deboarding,21
2024-09-11,12:25:00,Chandni Chowk,Boarding,25
2024-09-11,12:30:00,Delhi University,Deboarding,26
2024-09-11,12:35:00,Chandni Chowk,Boarding,26
2024-09-11,12:40:00,Hauz Khas,Deboarding,30
2024-09-11,12:45:00,Hauz Khas,Deboarding,28
2024-09-11,12:50:00,Delhi University,Deboarding,1
2024-09-11,12:55:00,Nehru Place,Boarding,25
2024-09-11,13:00:00,Connaught Place,Boarding,3
2024-09-11,13:05:00,Rajiv Chowk,Deboarding,13
2024-09-11,13:10:00,Karol Bagh,Deboarding,2
2024-09-11,13:15:00,Hauz Khas,Boarding,22
2024-09-11,13:20:00,Karol Bagh,Boarding,21
2024-09-11,13:25:00,Delhi University,Deboarding,14
2024-09-11,13:30:00,Hauz Khas,Deboarding,24
2024-09-11,13:35:00,Rajiv Chowk,Deboarding,1
2024-09-11,13:40:00,Red Fort,Boarding,23
2024-09-11,13:45:00,Hauz Khas,Deboarding,21
2024-09-11,13:50:00,Chandni Chowk,Deboarding,23
2024-09-11,13:55:00,Rajiv Chowk,Deboarding,25
2024-09-11,14:00:00,Chandni Chowk,Deboarding,3
2024-09-11,14:05:00,Connaught Place,Deboarding,13
2024-09-11,14:10:00,Karol Bagh,Deboarding,7
2024-09-11,14:15:00,India Gate,Deboarding,17
2024-09-11,14:20:00,Rajiv Chowk,Boarding,1
2024-09-11,14:25:00,Connaught Place,Deboarding,8
2024-09-11,14:30:00,Red Fort,Deboarding,17
2024-09-11,14:35:00,India Gate,Boarding,27
2024-09-11,14:40:00,Rajiv Chowk,Deboarding,21
2024-09-11,14:45:00,Delhi University,Deboarding,4
2024-09-11,14:50:00,Connaught Place,Boarding,15
2024-09-11,14:55:00,Red Fort,Boarding,15
2024-09-11,15:00:00,Rajiv Chowk,Boarding,26
2024-09-11,15:05:00,Gurgaon,Boarding,12
2024-09-11,15:10:00,Red Fort,Deboarding,22
2024-09-11,15:15:00,Gurgaon,Boarding,23
2024-09-11,15:20:00,Hauz Khas,Boarding,4
2024-09-11,15:25:00,Rajiv Chowk,Boarding,27
2024-09-11,15:30:00,Rajiv Chowk,Deboarding,4
2024-09-11,15:35:00,Karol Bagh,Deboarding,27
2024-09-11,15:40:00,Hauz Khas,Boarding,3
2024-09-11,15:45:00,Connaught Place,Deboarding,29
2024-09-11,15:50:00,Karol Bagh,Deboarding,7
2024-09-11,15:55:00,Nehru Place,Boarding,12
2024-09-11,16:00:00,Delhi University,Deboarding,19
2024-09-11,16:05:00,Delhi University,Deboarding,28
2024-09-11,16:10:00,Red Fort,Deboarding,21
2024-09-11,16:15:00,Hauz Khas,Deboarding,23
2024-09-11,16:20:00,Nehru Place,Deboarding,27
2024-09-11,16:25:00,Karol Bagh,Boarding,17
2024-09-11,16:30:00,Karol Bagh,Deboarding,23
2024-09-11,16:35:00,Nehru Place,Boarding,23
2024-09-11,16:40:00,Delhi University,Boarding,23
2024-09-11,16:45:00,Chandni Chowk,Deboarding,16
2024-09-11,16:50:00,Connaught Place,Boarding,18
2024-09-11,16:55:00,Rajiv Chowk,Boarding,20
